id,level,topic,vi_sentence,answer_zh,pinyin,grammar_focus,focus_words
daily_vi_0190,HSK2,Lý do - kết quả,"Vì thời tiết rất lạnh, nên bố tôi không đi công ty.",因为天气很冷，所以我爸爸不去公司。,"yīnwèi tiānqì hěn lěng, suǒyǐ wǒ bàba bù qù gōngsī.",因为...所以...,因为 / 天气很冷 / 所以 / 不 / 去 / 公司
daily_vi_0191,HSK2,Lý do - kết quả,"Vì thời tiết rất nóng, nên tôi không đi trường học.",因为天气很热，所以我不去学校。,"yīnwèi tiānqì hěn rè, suǒyǐ wǒ bù qù xuéxiào.",因为...所以...,因为 / 天气很热 / 所以 / 不 / 去 / 学校
daily_vi_0192,HSK2,Lý do - kết quả,"Vì thời tiết rất nóng, nên tôi không đi bệnh viện.",因为天气很热，所以我不去医院。,"yīnwèi tiānqì hěn rè, suǒyǐ wǒ bù qù yīyuàn.",因为...所以...,因为 / 天气很热 / 所以 / 不 / 去 / 医院
daily_vi_0193,HSK2,Lý do - kết quả,"Vì thời tiết rất nóng, nên tôi không đi cửa hàng.",因为天气很热，所以我不去商店。,"yīnwèi tiānqì hěn rè, suǒyǐ wǒ bù qù shāngdiàn.",因为...所以...,因为 / 天气很热 / 所以 / 不 / 去 / 商店
daily_vi_0194,HSK2,Lý do - kết quả,"Vì thời tiết rất nóng, nên tôi không đi nhà hàng.",因为天气很热，所以我不去饭店。,"yīnwèi tiānqì hěn rè, suǒyǐ wǒ bù qù fàndiàn.",因为...所以...,因为 / 天气很热 / 所以 / 不 / 去 / 饭店
daily_vi_0195,HSK2,Lý do - kết quả,"Vì thời tiết rất nóng, nên tôi không đi công ty.",因为天气很热，所以我不去公司。,"yīnwèi tiānqì hěn rè, suǒyǐ wǒ bù qù gōngsī.",因为...所以...,因为 / 天气很热 / 所以 / 不 / 去 / 公司
daily_vi_0196,HSK2,Lý do - kết quả,"Vì thời tiết rất nóng, nên bạn tôi không đi trường học.",因为天气很热，所以我朋友不去学校。,"yīnwèi tiānqì hěn rè, suǒyǐ wǒ péngyou bù qù xuéxiào.",因为...所以...,因为 / 天气很热 / 所以 / 不 / 去 / 学校
daily_vi_0197,HSK2,Lý do - kết quả,"Vì thời tiết rất nóng, nên bạn tôi không đi bệnh viện.",因为天气很热，所以我朋友不去医院。,"yīnwèi tiānqì hěn rè, suǒyǐ wǒ péngyou bù qù yīyuàn.",因为...所以...,因为 / 天气很热 / 所以 / 不 / 去 / 医院
daily_vi_0198,HSK2,Lý do - kết quả,"Vì thời tiết rất nóng, nên bạn tôi không đi cửa hàng.",因为天气很热，所以我朋友不去商店。,"yīnwèi tiānqì hěn rè, suǒyǐ wǒ péngyou bù qù shāngdiàn.",因为...所以...,因为 / 天气很热 / 所以 / 不 / 去 / 商店
daily_vi_0199,HSK2,Lý do - kết quả,"Vì thời tiết rất nóng, nên bạn tôi không đi nhà hàng.",因为天气很热，所以我朋友不去饭店。,"yīnwèi tiānqì hěn rè, suǒyǐ wǒ péngyou bù qù fàndiàn.",因为...所以...,因为 / 天气很热 / 所以 / 不 / 去 / 饭店
daily_vi_0200,HSK2,Lý do - kết quả,"Vì thời tiết rất nóng, nên bạn tôi không đi công ty.",因为天气很热，所以我朋友不去公司。,"yīnwèi tiānqì hěn rè, suǒyǐ wǒ péngyou bù qù gōngsī.",因为...所以...,因为 / 天气很热 / 所以 / 不 / 去 / 公司
daily_vi_0201,HSK2,Lý do - kết quả,"Vì thời tiết rất nóng, nên mẹ tôi không đi trường học.",因为天气很热，所以我妈妈不去学校。,"yīnwèi tiānqì hěn rè, suǒyǐ wǒ māma bù qù xuéxiào.",因为...所以...,因为 / 天气很热 / 所以 / 不 / 去 / 学校
daily_vi_0202,HSK2,Lý do - kết quả,"Vì thời tiết rất nóng, nên mẹ tôi không đi bệnh viện.",因为天气很热，所以我妈妈不去医院。,"yīnwèi tiānqì hěn rè, suǒyǐ wǒ māma bù qù yīyuàn.",因为...所以...,因为 / 天气很热 / 所以 / 不 / 去 / 医院
daily_vi_0203,HSK2,Lý do - kết quả,"Vì thời tiết rất nóng, nên mẹ tôi không đi cửa hàng.",因为天气很热，所以我妈妈不去商店。,"yīnwèi tiānqì hěn rè, suǒyǐ wǒ māma bù qù shāngdiàn.",因为...所以...,因为 / 天气很热 / 所以 / 不 / 去 / 商店
daily_vi_0204,HSK2,Lý do - kết quả,"Vì thời tiết rất nóng, nên mẹ tôi không đi nhà hàng.",因为天气很热，所以我妈妈不去饭店。,"yīnwèi tiānqì hěn rè, suǒyǐ wǒ māma bù qù fàndiàn.",因为...所以...,因为 / 天气很热 / 所以 / 不 / 去 / 饭店
daily_vi_0205,HSK2,Lý do - kết quả,"Vì thời tiết rất nóng, nên mẹ tôi không đi công ty.",因为天气很热，所以我妈妈不去公司。,"yīnwèi tiānqì hěn rè, suǒyǐ wǒ māma bù qù gōngsī.",因为...所以...,因为 / 天气很热 / 所以 / 不 / 去 / 公司
daily_vi_0206,HSK2,Lý do - kết quả,"Vì thời tiết rất nóng, nên bố tôi không đi trường học.",因为天气很热，所以我爸爸不去学校。,"yīnwèi tiānqì hěn rè, suǒyǐ wǒ bàba bù qù xuéxiào.",因为...所以...,因为 / 天气很热 / 所以 / 不 / 去 / 学校
daily_vi_0207,HSK2,Lý do - kết quả,"Vì thời tiết rất nóng, nên bố tôi không đi bệnh viện.",因为天气很热，所以我爸爸不去医院。,"yīnwèi tiānqì hěn rè, suǒyǐ wǒ bàba bù qù yīyuàn.",因为...所以...,因为 / 天气很热 / 所以 / 不 / 去 / 医院
daily_vi_0208,HSK2,Lý do - kết quả,"Vì thời tiết rất nóng, nên bố tôi không đi cửa hàng.",因为天气很热，所以我爸爸不去商店。,"yīnwèi tiānqì hěn rè, suǒyǐ wǒ bàba bù qù shāngdiàn.",因为...所以...,因为 / 天气很热 / 所以 / 不 / 去 / 商店
daily_vi_0209,HSK2,Lý do - kết quả,"Vì thời tiết rất nóng, nên bố tôi không đi nhà hàng.",因为天气很热，所以我爸爸不去饭店。,"yīnwèi tiānqì hěn rè, suǒyǐ wǒ bàba bù qù fàndiàn.",因为...所以...,因为 / 天气很热 / 所以 / 不 / 去 / 饭店
daily_vi_0210,HSK2,Lý do - kết quả,"Vì thời tiết rất nóng, nên bố tôi không đi công ty.",因为天气很热，所以我爸爸不去公司。,"yīnwèi tiānqì hěn rè, suǒyǐ wǒ bàba bù qù gōngsī.",因为...所以...,因为 / 天气很热 / 所以 / 不 / 去 / 公司
daily_vi_0211,HSK2,Tương phản,"Tuy tôi rất bận, nhưng vẫn muốn học tiếng Trung.",虽然我很忙，但是还想学习汉语。,"suīrán wǒ hěn máng, dànshì hái xiǎng xuéxí Hànyǔ.",虽然...但是...；还想 + động từ,虽然 / 很 / 忙 / 但是 / 还 / 想 / 学习汉语
daily_vi_0212,HSK2,Tương phản,"Tuy tôi rất bận, nhưng vẫn muốn đọc sách.",虽然我很忙，但是还想看书。,"suīrán wǒ hěn máng, dànshì hái xiǎng kàn shū.",虽然...但是...；还想 + động từ,虽然 / 很 / 忙 / 但是 / 还 / 想 / 看书
daily_vi_0213,HSK2,Tương phản,"Tuy tôi rất bận, nhưng vẫn muốn xem phim.",虽然我很忙，但是还想看电影。,"suīrán wǒ hěn máng, dànshì hái xiǎng kàn diànyǐng.",虽然...但是...；还想 + động từ,虽然 / 很 / 忙 / 但是 / 还 / 想 / 看电影
daily_vi_0214,HSK2,Tương phản,"Tuy tôi rất bận, nhưng vẫn muốn nghe thầy giáo nói.",虽然我很忙，但是还想听老师说话。,"suīrán wǒ hěn máng, dànshì hái xiǎng tīng lǎoshī shuōhuà.",虽然...但是...；还想 + động từ,虽然 / 很 / 忙 / 但是 / 还 / 想 / 听老师说话
daily_vi_0215,HSK2,Tương phản,"Tuy tôi rất bận, nhưng vẫn muốn gọi điện thoại.",虽然我很忙，但是还想打电话。,"suīrán wǒ hěn máng, dànshì hái xiǎng dǎ diànhuà.",虽然...但是...；还想 + động từ,虽然 / 很 / 忙 / 但是 / 还 / 想 / 打电话
daily_vi_0216,HSK2,Tương phản,"Tuy tôi rất bận, nhưng vẫn muốn nghỉ ngơi.",虽然我很忙，但是还想休息。,"suīrán wǒ hěn máng, dànshì hái xiǎng xiūxi.",虽然...但是...；还想 + động từ,虽然 / 很 / 忙 / 但是 / 还 / 想 / 休息
daily_vi_0217,HSK2,Tương phản,"Tuy tôi rất vui, nhưng vẫn muốn học tiếng Trung.",虽然我很高兴，但是还想学习汉语。,"suīrán wǒ hěn gāoxìng, dànshì hái xiǎng xuéxí Hànyǔ.",虽然...但是...；还想 + động từ,虽然 / 很 / 高兴 / 但是 / 还 / 想 / 学习汉语
daily_vi_0218,HSK2,Tương phản,"Tuy tôi rất vui, nhưng vẫn muốn đọc sách.",虽然我很高兴，但是还想看书。,"suīrán wǒ hěn gāoxìng, dànshì hái xiǎng kàn shū.",虽然...但是...；还想 + động từ,虽然 / 很 / 高兴 / 但是 / 还 / 想 / 看书
daily_vi_0219,HSK2,Tương phản,"Tuy tôi rất vui, nhưng vẫn muốn xem phim.",虽然我很高兴，但是还想看电影。,"suīrán wǒ hěn gāoxìng, dànshì hái xiǎng kàn diànyǐng.",虽然...但是...；还想 + động từ,虽然 / 很 / 高兴 / 但是 / 还 / 想 / 看电影
daily_vi_0220,HSK2,Tương phản,"Tuy tôi rất vui, nhưng vẫn muốn nghe thầy giáo nói.",虽然我很高兴，但是还想听老师说话。,"suīrán wǒ hěn gāoxìng, dànshì hái xiǎng tīng lǎoshī shuōhuà.",虽然...但是...；还想 + động từ,虽然 / 很 / 高兴 / 但是 / 还 / 想 / 听老师说话
daily_vi_0221,HSK2,Tương phản,"Tuy tôi rất vui, nhưng vẫn muốn gọi điện thoại.",虽然我很高兴，但是还想打电话。,"suīrán wǒ hěn gāoxìng, dànshì hái xiǎng dǎ diànhuà.",虽然...但是...；还想 + động từ,虽然 / 很 / 高兴 / 但是 / 还 / 想 / 打电话
daily_vi_0222,HSK2,Tương phản,"Tuy tôi rất vui, nhưng vẫn muốn nghỉ ngơi.",虽然我很高兴，但是还想休息。,"suīrán wǒ hěn gāoxìng, dànshì hái xiǎng xiūxi.",虽然...但是...；还想 + động từ,虽然 / 很 / 高兴 / 但是 / 还 / 想 / 休息
daily_vi_0223,HSK2,Tương phản,"Tuy tôi rất mệt, nhưng vẫn muốn học tiếng Trung.",虽然我很累，但是还想学习汉语。,"suīrán wǒ hěn lèi, dànshì hái xiǎng xuéxí Hànyǔ.",虽然...但是...；还想 + động từ,虽然 / 很 / 累 / 但是 / 还 / 想 / 学习汉语
daily_vi_0224,HSK2,Tương phản,"Tuy tôi rất mệt, nhưng vẫn muốn đọc sách.",虽然我很累，但是还想看书。,"suīrán wǒ hěn lèi, dànshì hái xiǎng kàn shū.",虽然...但是...；还想 + động từ,虽然 / 很 / 累 / 但是 / 还 / 想 / 看书
daily_vi_0225,HSK2,Tương phản,"Tuy tôi rất mệt, nhưng vẫn muốn xem phim.",虽然我很累，但是还想看电影。,"suīrán wǒ hěn lèi, dànshì hái xiǎng kàn diànyǐng.",虽然...但是...；还想 + động từ,虽然 / 很 / 累 / 但是 / 还 / 想 / 看电影
daily_vi_0226,HSK2,Tương phản,"Tuy tôi rất mệt, nhưng vẫn muốn nghe thầy giáo nói.",虽然我很累，但是还想听老师说话。,"suīrán wǒ hěn lèi, dànshì hái xiǎng tīng lǎoshī shuōhuà.",虽然...但是...；还想 + động từ,虽然 / 很 / 累 / 但是 / 还 / 想 / 听老师说话
daily_vi_0227,HSK2,Tương phản,"Tuy tôi rất mệt, nhưng vẫn muốn gọi điện thoại.",虽然我很累，但是还想打电话。,"suīrán wǒ hěn lèi, dànshì hái xiǎng dǎ diànhuà.",虽然...但是...；还想 + động từ,虽然 / 很 / 累 / 但是 / 还 / 想 / 打电话
daily_vi_0228,HSK2,Tương phản,"Tuy tôi rất mệt, nhưng vẫn muốn nghỉ ngơi.",虽然我很累，但是还想休息。,"suīrán wǒ hěn lèi, dànshì hái xiǎng xiūxi.",虽然...但是...；还想 + động từ,虽然 / 很 / 累 / 但是 / 还 / 想 / 休息
daily_vi_0229,HSK2,Tương phản,"Tuy tôi rất lạnh, nhưng vẫn muốn học tiếng Trung.",虽然我很冷，但是还想学习汉语。,"suīrán wǒ hěn lěng, dànshì hái xiǎng xuéxí Hànyǔ.",虽然...但是...；还想 + động từ,虽然 / 很 / 冷 / 但是 / 还 / 想 / 学习汉语
daily_vi_0230,HSK2,Tương phản,"Tuy tôi rất lạnh, nhưng vẫn muốn đọc sách.",虽然我很冷，但是还想看书。,"suīrán wǒ hěn lěng, dànshì hái xiǎng kàn shū.",虽然...但是...；还想 + động từ,虽然 / 很 / 冷 / 但是 / 还 / 想 / 看书
daily_vi_0231,HSK2,Tương phản,"Tuy tôi rất lạnh, nhưng vẫn muốn xem phim.",虽然我很冷，但是还想看电影。,"suīrán wǒ hěn lěng, dànshì hái xiǎng kàn diànyǐng.",虽然...但是...；还想 + động từ,虽然 / 很 / 冷 / 但是 / 还 / 想 / 看电影
daily_vi_0232,HSK2,Tương phản,"Tuy tôi rất lạnh, nhưng vẫn muốn nghe thầy giáo nói.",虽然我很冷，但是还想听老师说话。,"suīrán wǒ hěn lěng, dànshì hái xiǎng tīng lǎoshī shuōhuà.",虽然...但是...；还想 + động từ,虽然 / 很 / 冷 / 但是 / 还 / 想 / 听老师说话
daily_vi_0233,HSK2,Tương phản,"Tuy tôi rất lạnh, nhưng vẫn muốn gọi điện thoại.",虽然我很冷，但是还想打电话。,"suīrán wǒ hěn lěng, dànshì hái xiǎng dǎ diànhuà.",虽然...但是...；还想 + động từ,虽然 / 很 / 冷 / 但是 / 还 / 想 / 打电话
daily_vi_0234,HSK2,Tương phản,"Tuy tôi rất lạnh, nhưng vẫn muốn nghỉ ngơi.",虽然我很冷，但是还想休息。,"suīrán wǒ hěn lěng, dànshì hái xiǎng xiūxi.",虽然...但是...；还想 + động từ,虽然 / 很 / 冷 / 但是 / 还 / 想 / 休息
daily_vi_0235,HSK2,Tương phản,"Tuy bạn tôi rất bận, nhưng vẫn muốn học tiếng Trung.",虽然我朋友很忙，但是还想学习汉语。,"suīrán wǒ péngyou hěn máng, dànshì hái xiǎng xuéxí Hànyǔ.",虽然...但是...；还想 + động từ,虽然 / 很 / 忙 / 但是 / 还 / 想 / 学习汉语
daily_vi_0236,HSK2,Tương phản,"Tuy bạn tôi rất bận, nhưng vẫn muốn đọc sách.",虽然我朋友很忙，但是还想看书。,"suīrán wǒ péngyou hěn máng, dànshì hái xiǎng kàn shū.",虽然...但是...；还想 + động từ,虽然 / 很 / 忙 / 但是 / 还 / 想 / 看书
daily_vi_0237,HSK2,Tương phản,"Tuy bạn tôi rất bận, nhưng vẫn muốn xem phim.",虽然我朋友很忙，但是还想看电影。,"suīrán wǒ péngyou hěn máng, dànshì hái xiǎng kàn diànyǐng.",虽然...但是...；还想 + động từ,虽然 / 很 / 忙 / 但是 / 还 / 想 / 看电影
daily_vi_0238,HSK2,Tương phản,"Tuy bạn tôi rất bận, nhưng vẫn muốn nghe thầy giáo nói.",虽然我朋友很忙，但是还想听老师说话。,"suīrán wǒ péngyou hěn máng, dànshì hái xiǎng tīng lǎoshī shuōhuà.",虽然...但是...；还想 + động từ,虽然 / 很 / 忙 / 但是 / 还 / 想 / 听老师说话
daily_vi_0239,HSK2,Tương phản,"Tuy bạn tôi rất bận, nhưng vẫn muốn gọi điện thoại.",虽然我朋友很忙，但是还想打电话。,"suīrán wǒ péngyou hěn máng, dànshì hái xiǎng dǎ diànhuà.",虽然...但是...；还想 + động từ,虽然 / 很 / 忙 / 但是 / 还 / 想 / 打电话
daily_vi_0240,HSK2,Tương phản,"Tuy bạn tôi rất bận, nhưng vẫn muốn nghỉ ngơi.",虽然我朋友很忙，但是还想休息。,"suīrán wǒ péngyou hěn máng, dànshì hái xiǎng xiūxi.",虽然...但是...；还想 + động từ,虽然 / 很 / 忙 / 但是 / 还 / 想 / 休息
daily_vi_0241,HSK2,Tương phản,"Tuy bạn tôi rất vui, nhưng vẫn muốn học tiếng Trung.",虽然我朋友很高兴，但是还想学习汉语。,"suīrán wǒ péngyou hěn gāoxìng, dànshì hái xiǎng xuéxí Hànyǔ.",虽然...但是...；还想 + động từ,虽然 / 很 / 高兴 / 但是 / 还 / 想 / 学习汉语
daily_vi_0242,HSK2,Tương phản,"Tuy bạn tôi rất vui, nhưng vẫn muốn đọc sách.",虽然我朋友很高兴，但是还想看书。,"suīrán wǒ péngyou hěn gāoxìng, dànshì hái xiǎng kàn shū.",虽然...但是...；还想 + động từ,虽然 / 很 / 高兴 / 但是 / 还 / 想 / 看书
daily_vi_0243,HSK2,Tương phản,"Tuy bạn tôi rất vui, nhưng vẫn muốn xem phim.",虽然我朋友很高兴，但是还想看电影。,"suīrán wǒ péngyou hěn gāoxìng, dànshì hái xiǎng kàn diànyǐng.",虽然...但是...；还想 + động từ,虽然 / 很 / 高兴 / 但是 / 还 / 想 / 看电影
daily_vi_0244,HSK2,Tương phản,"Tuy bạn tôi rất vui, nhưng vẫn muốn nghe thầy giáo nói.",虽然我朋友很高兴，但是还想听老师说话。,"suīrán wǒ péngyou hěn gāoxìng, dànshì hái xiǎng tīng lǎoshī shuōhuà.",虽然...但是...；还想 + động từ,虽然 / 很 / 高兴 / 但是 / 还 / 想 / 听老师说话
daily_vi_0245,HSK2,Tương phản,"Tuy bạn tôi rất vui, nhưng vẫn muốn gọi điện thoại.",虽然我朋友很高兴，但是还想打电话。,"suīrán wǒ péngyou hěn gāoxìng, dànshì hái xiǎng dǎ diànhuà.",虽然...但是...；还想 + động từ,虽然 / 很 / 高兴 / 但是 / 还 / 想 / 打电话
daily_vi_0246,HSK2,Tương phản,"Tuy bạn tôi rất vui, nhưng vẫn muốn nghỉ ngơi.",虽然我朋友很高兴，但是还想休息。,"suīrán wǒ péngyou hěn gāoxìng, dànshì hái xiǎng xiūxi.",虽然...但是...；还想 + động từ,虽然 / 很 / 高兴 / 但是 / 还 / 想 / 休息
daily_vi_0247,HSK2,Tương phản,"Tuy bạn tôi rất mệt, nhưng vẫn muốn học tiếng Trung.",虽然我朋友很累，但是还想学习汉语。,"suīrán wǒ péngyou hěn lèi, dànshì hái xiǎng xuéxí Hànyǔ.",虽然...但是...；还想 + động từ,虽然 / 很 / 累 / 但是 / 还 / 想 / 学习汉语
daily_vi_0248,HSK2,Tương phản,"Tuy bạn tôi rất mệt, nhưng vẫn muốn đọc sách.",虽然我朋友很累，但是还想看书。,"suīrán wǒ péngyou hěn lèi, dànshì hái xiǎng kàn shū.",虽然...但是...；还想 + động từ,虽然 / 很 / 累 / 但是 / 还 / 想 / 看书
daily_vi_0249,HSK2,Tương phản,"Tuy bạn tôi rất mệt, nhưng vẫn muốn xem phim.",虽然我朋友很累，但是还想看电影。,"suīrán wǒ péngyou hěn lèi, dànshì hái xiǎng kàn diànyǐng.",虽然...但是...；还想 + động từ,虽然 / 很 / 累 / 但是 / 还 / 想 / 看电影
daily_vi_0250,HSK2,Tương phản,"Tuy bạn tôi rất mệt, nhưng vẫn muốn nghe thầy giáo nói.",虽然我朋友很累，但是还想听老师说话。,"suīrán wǒ péngyou hěn lèi, dànshì hái xiǎng tīng lǎoshī shuōhuà.",虽然...但是...；还想 + động từ,虽然 / 很 / 累 / 但是 / 还 / 想 / 听老师说话
daily_vi_0251,HSK2,Tương phản,"Tuy bạn tôi rất mệt, nhưng vẫn muốn gọi điện thoại.",虽然我朋友很累，但是还想打电话。,"suīrán wǒ péngyou hěn lèi, dànshì hái xiǎng dǎ diànhuà.",虽然...但是...；还想 + động từ,虽然 / 很 / 累 / 但是 / 还 / 想 / 打电话
daily_vi_0252,HSK2,Tương phản,"Tuy bạn tôi rất mệt, nhưng vẫn muốn nghỉ ngơi.",虽然我朋友很累，但是还想休息。,"suīrán wǒ péngyou hěn lèi, dànshì hái xiǎng xiūxi.",虽然...但是...；还想 + động từ,虽然 / 很 / 累 / 但是 / 还 / 想 / 休息
daily_vi_0253,HSK2,Tương phản,"Tuy bạn tôi rất lạnh, nhưng vẫn muốn học tiếng Trung.",虽然我朋友很冷，但是还想学习汉语。,"suīrán wǒ péngyou hěn lěng, dànshì hái xiǎng xuéxí Hànyǔ.",虽然...但是...；还想 + động từ,虽然 / 很 / 冷 / 但是 / 还 / 想 / 学习汉语
daily_vi_0254,HSK2,Tương phản,"Tuy bạn tôi rất lạnh, nhưng vẫn muốn đọc sách.",虽然我朋友很冷，但是还想看书。,"suīrán wǒ péngyou hěn lěng, dànshì hái xiǎng kàn shū.",虽然...但是...；还想 + động từ,虽然 / 很 / 冷 / 但是 / 还 / 想 / 看书
daily_vi_0255,HSK2,Tương phản,"Tuy bạn tôi rất lạnh, nhưng vẫn muốn xem phim.",虽然我朋友很冷，但是还想看电影。,"suīrán wǒ péngyou hěn lěng, dànshì hái xiǎng kàn diànyǐng.",虽然...但是...；还想 + động từ,虽然 / 很 / 冷 / 但是 / 还 / 想 / 看电影
daily_vi_0256,HSK2,Tương phản,"Tuy bạn tôi rất lạnh, nhưng vẫn muốn nghe thầy giáo nói.",虽然我朋友很冷，但是还想听老师说话。,"suīrán wǒ péngyou hěn lěng, dànshì hái xiǎng tīng lǎoshī shuōhuà.",虽然...但是...；还想 + động từ,虽然 / 很 / 冷 / 但是 / 还 / 想 / 听老师说话
daily_vi_0257,HSK2,Tương phản,"Tuy bạn tôi rất lạnh, nhưng vẫn muốn gọi điện thoại.",虽然我朋友很冷，但是还想打电话。,"suīrán wǒ péngyou hěn lěng, dànshì hái xiǎng dǎ diànhuà.",虽然...但是...；还想 + động từ,虽然 / 很 / 冷 / 但是 / 还 / 想 / 打电话
daily_vi_0258,HSK2,Tương phản,"Tuy bạn tôi rất lạnh, nhưng vẫn muốn nghỉ ngơi.",虽然我朋友很冷，但是还想休息。,"suīrán wǒ péngyou hěn lěng, dànshì hái xiǎng xiūxi.",虽然...但是...；还想 + động từ,虽然 / 很 / 冷 / 但是 / 还 / 想 / 休息
daily_vi_0259,HSK2,Tương phản,"Tuy mẹ tôi rất bận, nhưng vẫn muốn học tiếng Trung.",虽然我妈妈很忙，但是还想学习汉语。,"suīrán wǒ māma hěn máng, dànshì hái xiǎng xuéxí Hànyǔ.",虽然...但是...；还想 + động từ,虽然 / 很 / 忙 / 但是 / 还 / 想 / 学习汉语
daily_vi_0260,HSK2,Tương phản,"Tuy mẹ tôi rất bận, nhưng vẫn muốn đọc sách.",虽然我妈妈很忙，但是还想看书。,"suīrán wǒ māma hěn máng, dànshì hái xiǎng kàn shū.",虽然...但是...；还想 + động từ,虽然 / 很 / 忙 / 但是 / 还 / 想 / 看书
daily_vi_0261,HSK2,So sánh,Anh trai tôi cao hơn tôi.,我哥哥比我高。,wǒ gēge bǐ wǒ gāo.,A 比 B + tính từ,我哥哥 / 比 / 我 / 高
daily_vi_0262,HSK2,So sánh,Chị gái tôi bận hơn mẹ tôi.,我姐姐比我妈妈忙。,wǒ jiějie bǐ wǒ māma máng.,A 比 B + tính từ,我姐姐 / 比 / 我妈妈 / 忙
daily_vi_0263,HSK2,So sánh,Bạn tôi vui hơn tôi.,我朋友比我高兴。,wǒ péngyou bǐ wǒ gāoxìng.,A 比 B + tính từ,我朋友 / 比 / 我 / 高兴
daily_vi_0264,HSK2,So sánh,Trường học gần hơn nhà tôi.,学校比我家近。,xuéxiào bǐ wǒ jiā jìn.,A 比 B + tính từ,学校 / 比 / 我家 / 近
daily_vi_0265,HSK2,So sánh,Sân bay xa hơn công ty.,机场比公司远。,jīchǎng bǐ gōngsī yuǎn.,A 比 B + tính từ,机场 / 比 / 公司 / 远
daily_vi_0266,HSK2,Thói quen,Mỗi ngày tôi đều học tiếng Trung.,我每天都学习汉语。,wǒ měitiān dōu xuéxí Hànyǔ.,每天都 + động từ,我 / 每天 / 都 / 学习汉语
daily_vi_0267,HSK2,Thói quen,Mỗi ngày tôi đều đọc sách.,我每天都看书。,wǒ měitiān dōu kàn shū.,每天都 + động từ,我 / 每天 / 都 / 看书
daily_vi_0268,HSK2,Thói quen,Mỗi ngày tôi đều xem phim.,我每天都看电影。,wǒ měitiān dōu kàn diànyǐng.,每天都 + động từ,我 / 每天 / 都 / 看电影
daily_vi_0269,HSK2,Thói quen,Mỗi ngày tôi đều nghe thầy giáo nói.,我每天都听老师说话。,wǒ měitiān dōu tīng lǎoshī shuōhuà.,每天都 + động từ,我 / 每天 / 都 / 听老师说话
daily_vi_0270,HSK2,Thói quen,Mỗi ngày tôi đều gọi điện thoại.,我每天都打电话。,wǒ měitiān dōu dǎ diànhuà.,每天都 + động từ,我 / 每天 / 都 / 打电话
daily_vi_0271,HSK2,Thói quen,Mỗi ngày tôi đều nghỉ ngơi.,我每天都休息。,wǒ měitiān dōu xiūxi.,每天都 + động từ,我 / 每天 / 都 / 休息
daily_vi_0272,HSK2,Thói quen,Mỗi ngày tôi đều chạy bộ.,我每天都跑步。,wǒ měitiān dōu pǎobù.,每天都 + động từ,我 / 每天 / 都 / 跑步
daily_vi_0273,HSK2,Thói quen,Mỗi ngày tôi đều bơi.,我每天都游泳。,wǒ měitiān dōu yóuyǒng.,每天都 + động từ,我 / 每天 / 都 / 游泳
daily_vi_0274,HSK2,Thói quen,Mỗi ngày tôi đều đá bóng.,我每天都踢足球。,wǒ měitiān dōu tī zúqiú.,每天都 + động từ,我 / 每天 / 都 / 踢足球
daily_vi_0275,HSK2,Thói quen,Mỗi ngày tôi đều chơi bóng rổ.,我每天都打篮球。,wǒ měitiān dōu dǎ lánqiú.,每天都 + động từ,我 / 每天 / 都 / 打篮球
daily_vi_0276,HSK2,Thói quen,Mỗi ngày bạn tôi đều học tiếng Trung.,我朋友每天都学习汉语。,wǒ péngyou měitiān dōu xuéxí Hànyǔ.,每天都 + động từ,我朋友 / 每天 / 都 / 学习汉语
daily_vi_0277,HSK2,Thói quen,Mỗi ngày bạn tôi đều đọc sách.,我朋友每天都看书。,wǒ péngyou měitiān dōu kàn shū.,每天都 + động từ,我朋友 / 每天 / 都 / 看书
daily_vi_0278,HSK2,Thói quen,Mỗi ngày bạn tôi đều xem phim.,我朋友每天都看电影。,wǒ péngyou měitiān dōu kàn diànyǐng.,每天都 + động từ,我朋友 / 每天 / 都 / 看电影
daily_vi_0279,HSK2,Thói quen,Mỗi ngày bạn tôi đều nghe thầy giáo nói.,我朋友每天都听老师说话。,wǒ péngyou měitiān dōu tīng lǎoshī shuōhuà.,每天都 + động từ,我朋友 / 每天 / 都 / 听老师说话
daily_vi_0280,HSK2,Thói quen,Mỗi ngày bạn tôi đều gọi điện thoại.,我朋友每天都打电话。,wǒ péngyou měitiān dōu dǎ diànhuà.,每天都 + động từ,我朋友 / 每天 / 都 / 打电话
daily_vi_0281,HSK2,Thói quen,Mỗi ngày bạn tôi đều nghỉ ngơi.,我朋友每天都休息。,wǒ péngyou měitiān dōu xiūxi.,每天都 + động từ,我朋友 / 每天 / 都 / 休息
daily_vi_0282,HSK2,Thói quen,Mỗi ngày bạn tôi đều chạy bộ.,我朋友每天都跑步。,wǒ péngyou měitiān dōu pǎobù.,每天都 + động từ,我朋友 / 每天 / 都 / 跑步
daily_vi_0283,HSK2,Thói quen,Mỗi ngày bạn tôi đều bơi.,我朋友每天都游泳。,wǒ péngyou měitiān dōu yóuyǒng.,每天都 + động từ,我朋友 / 每天 / 都 / 游泳
daily_vi_0284,HSK2,Thói quen,Mỗi ngày bạn tôi đều đá bóng.,我朋友每天都踢足球。,wǒ péngyou měitiān dōu tī zúqiú.,每天都 + động từ,我朋友 / 每天 / 都 / 踢足球
